step,len_top_returned,mass_k100,mass_k128,mass_k200,p_chosen_in_top
79.0,200.0,0.9646241278346677,0.9691742433842198,0.9761799624793585,0.20585790123095707
80.0,200.0,0.9941733678623216,0.9951035619410705,0.9963373329811059,0.6428405716500389
81.0,200.0,0.9994382052033742,0.9995201143026936,0.9996406181890296,0.6760163854889001
82.0,200.0,0.987402441448352,0.9902543645448257,0.9939653890099726,0.21330196339229007
83.0,200.0,0.9833091270123603,0.9867920174252737,0.9913263380073609,0.3200308831211843
84.0,200.0,0.994041938587287,0.9953283834811161,0.9969716002496627,0.38811287956849966
85.0,200.0,0.999898377649137,0.9999177809270456,0.9999465695756347,0.9789213544326663
86.0,200.0,0.9972990377392854,0.9976818552297017,0.9982679620606528,0.7797614364880043
87.0,200.0,0.999835068236016,0.9998635652023895,0.9999080333078676,0.9627795829970278
88.0,200.0,0.9999638093373711,0.9999727362237292,0.9999857757815749,0.9969821573178081
89.0,200.0,0.9992598112444816,0.9993862157877205,0.999575907811797,0.9406183965449484
90.0,200.0,0.9979403308154681,0.9984510402417777,0.9990778955436879,0.6869387638292612
91.0,200.0,0.994406969713181,0.9961037311823002,0.9978976395493909,0.43300896216569496
92.0,200.0,0.9965094950832691,0.9971715852428753,0.9981424876026425,0.2962258581186128
93.0,200.0,0.9994193829825089,0.9995551103099837,0.9997270772116822,0.693476080323049
94.0,200.0,0.9992771091562288,0.9994653053652305,0.9996848696156865,0.727526732184156
95.0,200.0,0.9997643168156592,0.9998211627414089,0.9998996136128419,0.9791461231420165
96.0,200.0,0.9994091063955404,0.9995350210141991,0.9997174954733932,0.8760212644787724
97.0,200.0,0.9997709569697178,0.999831494325456,0.999912035630477,0.6588022637134202
98.0,200.0,0.9999801667814119,0.9999858569328026,0.9999943782075607,0.9986767173348774
99.0,200.0,0.9999872239089458,0.999991711714363,0.999998293406822,0.991531431995917
100.0,200.0,0.9999676257276339,0.9999756151447279,0.9999866688128011,0.8586959204666503
101.0,200.0,0.9998927192465529,0.9999100172051669,0.9999370125282565,0.814592244220243
102.0,200.0,0.9999894223375003,0.9999924678157721,0.9999976090542452,0.967872262273732
103.0,200.0,0.9999093244045196,0.9999322082934696,0.9999610181693022,0.526691975475024
104.0,200.0,0.9995900706641414,0.9996908325387276,0.9998198969277902,0.8345813769279125
105.0,200.0,0.9998565157657645,0.9998929881606629,0.9999349135177192,0.9011643553690092
106.0,200.0,0.9999621841481301,0.999971493548458,0.9999853186211434,0.9716933363262441
107.0,200.0,0.9998803523684101,0.9999099512623513,0.9999496885085487,0.6786745159301355
108.0,200.0,0.9999881721374884,0.9999918314862457,0.9999973037629376,0.9812782403879294
109.0,200.0,0.9999864058505271,0.999990437725633,0.9999966701757543,0.9963572620210117
110.0,200.0,0.9998095784381202,0.9998557101484911,0.9999169654919143,0.8473988824863926
111.0,200.0,0.9948448847262099,0.9964672034383615,0.9981664056494596,0.380701071934622
112.0,200.0,0.9970036916524895,0.9979664505264673,0.9989043459280759,0.45170514029040904
113.0,200.0,0.9998252276854092,0.9998670150209675,0.9999197861976865,0.6291976052217533
114.0,200.0,0.9996108548358267,0.9997023658066791,0.9998133638920605,0.9866362213668641
115.0,200.0,0.9976795356382662,0.9983982810326668,0.9991568876165026,0.32703145898925323
116.0,200.0,0.9936516083418221,0.9951555783944321,0.9971741871927902,0.4475784983724217
117.0,200.0,0.9913032162644946,0.9932641337693968,0.9958080561175271,0.319230416919145
118.0,200.0,0.9964917298718813,0.9972804303522192,0.9983361558042262,0.3590040631162861
119.0,200.0,0.9980973978349927,0.998581413773717,0.9991717311782593,0.4184938957671045
120.0,200.0,0.9995379440126786,0.9996344493511228,0.9997642628717842,0.7286494886543579
121.0,200.0,0.9993295469993256,0.999461252862311,0.9996540345380424,0.3060667044663449
122.0,200.0,0.996275025801085,0.9971555993293364,0.9982371403024376,0.3396017455010068
123.0,200.0,0.9999988701049195,1.00000028204111,1.000001752688061,0.9661096322006055
124.0,200.0,0.9991880118465741,0.9993111077104859,0.9994911025339801,0.6273145103908758
125.0,200.0,0.9998909300089855,0.9999118137968674,0.9999432481657128,0.7257795957978412
126.0,200.0,0.9999894402214587,0.9999928412442787,0.9999982634960253,0.99973112345424
127.0,200.0,1.0000003668133923,1.0000003897575362,1.0000004096640949,0.9999270439132192
128.0,200.0,1.0000005026236714,1.0000010229134035,1.0000018401650157,0.9998991489409557
129.0,200.0,0.9986635418188158,0.9989370303678532,0.9992913914408916,0.44679999894278255
130.0,200.0,0.9950695080033112,0.9968745838429498,0.9984314963690285,0.19075723901768638
131.0,200.0,0.9989049335654725,0.9993143596389632,0.9996642996369283,0.7134541345687271
132.0,200.0,0.999026062066276,0.9992513837470173,0.9995364877672771,0.7582883731515991
133.0,200.0,0.9954953047267733,0.9967660878969131,0.9981445280668818,0.4496538358110963
134.0,200.0,0.9993996059714644,0.9995628509510872,0.9997413555008379,0.745090542368269
135.0,200.0,0.9952026698736784,0.9961572232909011,0.9974758847339076,0.47880801784498894
136.0,200.0,0.9999770514496986,0.999986888465171,0.9999970794163455,0.43912625776070335
137.0,200.0,0.9998519506840914,0.9998790149651928,0.9999198745752078,0.9084444610808433
138.0,200.0,0.9997876811354153,0.9998376121624011,0.9999013639971464,0.46515013930645144
139.0,200.0,0.9998750971986644,0.999903095650696,0.9999438335357642,0.6823539701305107
140.0,200.0,0.9998731571815409,0.9999030204905301,0.9999435180671788,0.9838510157962732
141.0,200.0,1.0000006634922622,1.0000007608049102,1.000000870644614,0.999914169313553
142.0,200.0,0.9998251964976904,0.999857149355689,0.9999058393336402,0.9759891033448062
143.0,200.0,0.9998630610290281,0.9998940843696613,0.9999351077287254,0.7529942894555426
144.0,200.0,0.999995880744609,0.9999978218423973,1.0000008516106496,0.9996133446720471
145.0,200.0,1.0000001951193422,1.000000205116729,1.0000002128393475,0.9999698400498167
146.0,200.0,1.0000009273424921,1.0000009999599968,1.0000011033645857,0.999977827072403
147.0,200.0,0.9999709820478956,0.9999778388109489,0.9999886818249637,0.8176999721680779
148.0,200.0,0.9973113274113798,0.9979317968661364,0.9986979770670655,0.6293052483247826
149.0,200.0,0.9993836336347574,0.9995399035224055,0.9997287380428339,0.3507786393138252
150.0,200.0,0.9997243418192444,0.9997626481601565,0.9998291562123521,0.8858608602029062
151.0,200.0,0.9994681802492732,0.9995394661956872,0.9996552466556431,0.9450066081571831
152.0,200.0,0.9983519372576612,0.9988072841832545,0.9993188077531682,0.3460027682786958
153.0,200.0,0.9966235790216355,0.9974715700060885,0.9983927448512129,0.5270090174951064
154.0,200.0,0.999394208816135,0.9995331268852459,0.9997138156056854,0.716454197238574
155.0,200.0,0.9978702157439631,0.998351988503678,0.9989582066998374,0.49328551964625494
156.0,200.0,0.9970139719360728,0.9977032564504592,0.9985238068760665,0.4233500755263251
157.0,200.0,0.9997224032074569,0.9997887445114139,0.9998775910721948,0.9070895308897696
158.0,200.0,1.0000010303922315,1.0000012102719313,1.0000014755028446,0.9999712705610059
159.0,200.0,0.9997484948546319,0.9998106313845434,0.9998861400494994,0.453549022357521
160.0,200.0,0.9945272469456535,0.9956723991109959,0.9972589917089686,0.30632951639649614
161.0,200.0,0.9985089376060166,0.9988503014358995,0.9993044617763607,0.49832354438959303
162.0,200.0,0.9998436961183321,0.999861572564027,0.9998957286532179,0.695662492547193
163.0,200.0,0.9999862019241557,0.9999901984419115,0.9999966155952064,0.9969115852442392
164.0,200.0,0.9999156919655553,0.9999345462411028,0.9999607989016933,0.7337234063165028
165.0,200.0,0.9998902592233176,0.9999205799863137,0.999959242559623,0.8418496233956122
166.0,200.0,1.0000012130115095,1.0000014308753467,1.0000017582094063,0.9999767541876963
167.0,200.0,0.9997788896817694,0.9998403272302956,0.9999122303881403,0.5486307242962265
168.0,200.0,0.9971771608495763,0.9977136500201741,0.9984524596002997,0.3912170899716467
169.0,200.0,0.9995040031032756,0.9995813839867547,0.9996956313265031,0.6780610734915262
170.0,200.0,0.9999118614886603,0.9999311700418598,0.9999605470112081,0.9855896829303749
171.0,200.0,1.0000006556060208,1.0000009640260288,1.0000013430266366,0.856301070011315
172.0,200.0,1.0000000917228515,1.0000011168318734,1.0000025803350312,0.9998914003337883
173.0,200.0,1.0000011299029539,1.000001474757962,1.0000019643896016,0.9999852180482105
174.0,200.0,0.9998809955491954,0.9999062172998822,0.9999404443122537,0.8982381209659083
175.0,200.0,0.9998807544188498,0.9999051074425594,0.9999394169089393,0.7892114519423655
176.0,200.0,0.9997339047554162,0.999798382584566,0.9998791452900846,0.9144965438052624
177.0,200.0,0.999749026857778,0.9997978554506827,0.9998729434771145,0.6896170283045577
178.0,200.0,0.9996960011270942,0.9997470525807316,0.9998317429004846,0.7896871528859112
179.0,200.0,0.9999656755273129,0.999973756751553,0.9999853656946144,0.8181838348464925
180.0,200.0,0.9999751788290876,0.9999803207077356,0.9999894374612663,0.9857272502299982
181.0,200.0,0.99996452511406,0.9999740182961536,0.9999861491934954,0.871293006784944
182.0,200.0,0.9999743485842287,0.9999808406159401,0.9999900842866023,0.8476925542790246
183.0,200.0,0.9999156534843824,0.9999331736362036,0.9999583047652187,0.7777142426845374
184.0,200.0,0.9999961893725327,0.999998221025272,1.0000014277278912,0.9721498492162954
185.0,200.0,0.999951106349552,0.9999655527512067,0.9999827079682306,0.7282617756742152
186.0,200.0,0.9984401335848369,0.9987970715831127,0.9992762504908739,0.7808249598878763
187.0,200.0,0.999841679043724,0.9998782410115125,0.9999270437436418,0.9468792672669766
188.0,200.0,0.9999920597325527,0.9999950257459327,0.9999996780905851,0.9768739338492365
189.0,200.0,0.999995577096763,0.9999979243871951,1.000001187589867,0.9981694221600609
190.0,200.0,0.9999325087174956,0.9999463325617641,0.9999661504805963,0.7425637950627877
191.0,200.0,0.9999033452501893,0.9999280069788059,0.9999592968927131,0.7018587549709379
192.0,200.0,0.9995249958156864,0.9996150892824271,0.9997339092917802,0.7140326476529393
193.0,200.0,0.9999755706872812,0.9999809463307908,0.9999894644836492,0.8491812312217697
194.0,200.0,0.9999986160366827,0.9999999323210309,1.0000017743949154,0.9998080134336819
195.0,200.0,0.9999757184689401,0.9999816214067311,0.9999909504213813,0.9899414181362615
196.0,200.0,0.9999274642518811,0.999948692809999,0.9999742542811706,0.7407391102301605
197.0,200.0,0.9956869414488502,0.9969515364448807,0.9983047763875981,0.3364618222572491
198.0,200.0,0.9990739515601638,0.9993231632779875,0.9996096624526694,0.49061854536236543
199.0,200.0,0.991294906073965,0.9938079433874188,0.9968523172664058,0.2341803224247685
200.0,200.0,0.9957003326579517,0.9967719892664612,0.9979683746465645,0.40340771489279537
201.0,200.0,0.9996113644281148,0.9997083111985927,0.9998273482848377,0.45149332717999097
202.0,200.0,0.9993715719176925,0.9995318232451595,0.999710626527701,0.5643483409069209
203.0,200.0,0.999227071587025,0.999408903282425,0.999636840342916,0.8483915341773703
204.0,200.0,0.9999843088621228,0.9999890327597173,0.9999963632488529,0.9875077608054099
205.0,200.0,0.9999917015575355,0.9999948666314554,0.9999994852371392,0.9948697089188535
206.0,200.0,0.9998752674235718,0.9998959329259057,0.9999271090484918,0.5038108168400305
207.0,200.0,1.0000004897829107,1.00000121387673,1.0000021305456566,0.9993714690142411
208.0,200.0,1.0000003033506433,1.0000003084326115,1.0000003157359927,0.9999991655349802
209.0,200.0,1.0000009399792842,1.0000010454016335,1.000001176957288,0.999960422516913
210.0,200.0,0.9997218231318422,0.9997735890803767,0.9998502430771151,0.4195383375809681
211.0,200.0,0.9997910292468389,0.9998278459119807,0.9998810396555009,0.8656157807316973
212.0,200.0,0.9999874791910472,0.9999913361706322,0.9999972940601914,0.9906965491071145
213.0,200.0,0.9999905279094905,0.9999943046292941,0.9999997788934657,0.9898189901111982
214.0,200.0,1.0000002015159373,1.0000009231288862,1.0000020597040402,0.9993226528072167
215.0,200.0,1.0000013759151716,1.0000015370500441,1.0000017476379932,0.9999541044217434
216.0,200.0,0.9997677185096056,0.9998057764912102,0.9998653155490943,0.7888095917789419
217.0,200.0,0.999991003897767,0.9999944920127278,0.9999996602517511,0.9966418742074741
218.0,200.0,1.00000016176742,1.000000816868022,1.0000017779822132,0.999838471406739
219.0,200.0,1.0000007240614959,1.000000744514243,1.0000007745919772,0.9999953508376009
220.0,200.0,1.0000014022091976,1.00000155725279,1.0000017811965303,0.9999825954442105
221.0,200.0,0.9999934654963778,0.9999964394371504,1.0000006014151759,0.946493804438055
222.0,200.0,0.9968296234306946,0.9975344169018074,0.9984281447256071,0.292317451773389
223.0,200.0,1.0000015729635603,1.0000019587376603,1.0000025232451002,0.9996989965398544
224.0,200.0,0.9999823174448396,0.9999886785279368,0.9999955880102108,0.8592471511787693
225.0,200.0,1.0000007172910355,1.000000799595549,1.000000903622989,0.9998738765659868
226.0,200.0,1.00000088907255,1.0000009113817603,1.0000009417806597,0.999932646749637
227.0,200.0,1.000000069493259,1.0000006594022115,1.0000015735516716,0.9970689416823226
228.0,200.0,0.9999869804113384,0.9999912629395648,0.9999976669860744,0.996035993007469
229.0,200.0,1.0000001490814285,1.0000001500155364,1.0000001508518725,0.9999908208849961
230.0,200.0,0.9999539913364072,0.9999635852609302,0.9999778905315583,0.8072258872130155
231.0,200.0,1.0000004991853577,1.0000015054333073,1.0000029440967815,0.9993478655646644
232.0,200.0,1.0000003136928755,1.0000003207144517,1.0000003310519114,0.9999982118606638
233.0,200.0,1.0000007032275477,1.0000008072141315,1.0000009348025327,0.9946757557112987
234.0,200.0,1.0000004669265192,1.0000004858813374,1.0000005121207352,0.999962806702132
235.0,200.0,1.0000004117471661,1.0000004220494847,1.000000435172209,0.9999904632568363
236.0,200.0,1.0000013589443053,1.0000017559057666,1.0000023523169292,0.9972499013758955
237.0,200.0,1.0000015213375382,1.000001891985883,1.0000024634595461,0.9987676144169981
238.0,200.0,1.0000003531066457,1.0000003535243112,1.0000003539688993,0.9999966621397789
239.0,200.0,0.9999849067637083,0.9999895232401432,0.9999965058552144,0.8577330057995656
240.0,200.0,0.9905745747240285,0.9926647791418377,0.9953874924036008,0.20410959171367182
241.0,200.0,0.9986785414799322,0.9990122402708513,0.9994374419249662,0.34350079754961027
242.0,200.0,0.999947746240865,0.999960975264727,0.999979065540054,0.9370429531951238
243.0,200.0,0.9999855059421896,0.9999902012193651,0.9999973757602967,0.9892069103121822
244.0,200.0,0.9990589587283049,0.999235697032675,0.9994960079156832,0.4387456962705422
245.0,200.0,0.9992658705825214,0.9994231981953005,0.999618315158696,0.7082857456126004
246.0,200.0,0.9999909620369491,0.9999943399328595,0.9999994048605809,0.9930295348241313
247.0,200.0,0.9999307551514347,0.9999485013364753,0.9999697603690785,0.9608655587100174
248.0,200.0,0.9999849696489892,0.9999905593194016,0.9999977160373411,0.9964416622218788
249.0,200.0,0.9999548139996989,0.9999652666072077,0.9999799775455775,0.6468372440874427
250.0,200.0,1.0000009315753013,1.0000010745189625,1.0000012978222774,0.8078408190191944
251.0,200.0,1.0000018143795766,1.0000020116829227,1.0000022599951854,0.9998798370385299
252.0,200.0,0.9999752660019859,0.9999826114814768,0.999992798707205,0.8682724887288956
253.0,200.0,0.9999572588081069,0.9999672799364157,0.9999816459055416,0.5919589546799913
254.0,200.0,0.9999835085431794,0.9999882185221379,0.9999957134874008,0.9918395278132733
255.0,200.0,1.0000006299201776,1.0000006622401458,1.0000007090345693,0.9999898672107935
256.0,200.0,0.9999997112893307,1.0000006604588598,1.0000020440752138,0.9039725639995206
257.0,200.0,1.0000012695970733,1.000001809822548,1.0000025835999926,0.9998264908722767
258.0,200.0,1.000000505619615,1.0000005115475035,1.0000005198565716,0.9999989271164011
259.0,200.0,0.9999984858957115,0.9999997931279677,1.000001412857442,0.6701353193320028
260.0,200.0,1.0000001497813422,1.0000001529909353,1.0000001566409586,0.999996542930667
261.0,200.0,1.0000005158351335,1.0000010599981206,1.0000016733457182,0.9441447263906709
262.0,200.0,1.000001091513919,1.0000012430888443,1.0000014363447622,0.9999605417251294
263.0,200.0,1.0000013201973892,1.0000016128507012,1.000002007127818,0.9998076558163405
264.0,200.0,1.0000016267801946,1.0000018147640966,1.0000020621548165,0.9999454021443316
265.0,200.0,1.000000757241653,1.0000007649256968,1.000000774742366,0.9999933242797853
266.0,200.0,1.0000008833813607,1.0000014649444153,1.000002149337631,0.977767288539434
267.0,200.0,1.0000008686790878,1.0000009218490213,1.0000009955770746,0.9999833106986686
268.0,200.0,1.000000138443369,1.0000001434029635,1.0000001489239623,0.9999783039100157
269.0,200.0,1.0000004119581447,1.0000004152233501,1.0000004191934546,0.9999974966048697
270.0,200.0,1.0000005584287015,1.0000005763953785,1.0000006003312534,0.9998461008056271
271.0,200.0,1.000000183202251,1.0000001853602118,1.0000001881624836,0.9999856948848002
272.0,200.0,1.0000005517031723,1.0000005806438585,1.0000006263414665,0.9999853372575639
273.0,200.0,1.0000009392283886,1.0000010276825577,1.000001112983658,0.988561212707135
274.0,200.0,1.0000011443237724,1.0000012272871668,1.0000013266078245,0.9999775886536819
275.0,200.0,0.999999554829106,1.0000003404527738,1.000001262079741,0.7469562206013896
276.0,200.0,0.9908562723391895,0.9936484275524937,0.9966902826245027,0.31081007013949447
277.0,200.0,0.999886880482332,0.999909135286586,0.9999451505628553,0.9174591334040596
278.0,200.0,0.999460393063448,0.9995668613773857,0.9997283153848708,0.5962225813740708
279.0,200.0,0.9985471060925051,0.9989108618595854,0.9993437221597601,0.31897623311355816
280.0,200.0,0.9997641952571662,0.9998082147163602,0.9998676519669297,0.9843815563401833
281.0,200.0,1.0000011220100273,1.000001264624048,1.0000014901133891,0.9999747276298249
282.0,200.0,0.9999983783728917,1.0000003455907969,1.000002583697619,0.9990441202931152
283.0,200.0,0.999906431738426,0.9999228342927589,0.9999474064972104,0.9704909330262939
284.0,200.0,1.0000016146334105,1.0000020144760746,1.0000026201887076,0.999936580660886
285.0,200.0,1.0000009566361998,1.000001120321395,1.0000012783099965,0.9906427263885785
286.0,200.0,1.0000010128933539,1.0000010472636869,1.0000010917313216,0.9999871253968429
287.0,200.0,1.0000005889197174,1.0000009189441783,1.0000012705917483,0.8891828641712821
288.0,200.0,1.000000857535019,1.0000008854683302,1.0000009181194334,0.9999850988388712
289.0,200.0,1.0000007660737646,1.0000007897782337,1.0000008180232391,0.9999864101405658
290.0,200.0,1.0000008101886613,1.0000008485488103,1.0000009022510217,0.9999930858610072
291.0,200.0,1.0000004249379792,1.0000004381774092,1.0000004557263518,0.9999502897249412
292.0,200.0,1.0000008049357159,1.0000008203932016,1.0000008402537943,0.9999775886536819
293.0,200.0,1.0000007440716754,1.000000951228509,1.0000013027278225,0.9999529123297031
294.0,200.0,1.0000001848607036,1.0000002316771104,1.0000002818750329,0.995828211468102
295.0,200.0,1.0000008595610816,1.0000011655623453,1.000001537985703,0.9999295473106812
296.0,200.0,1.0000009163505956,1.0000012501819089,1.0000016107449827,0.47985703845792066
297.0,200.0,1.0000012748473777,1.0000014647735982,1.00000171918859,0.9999109506604364
298.0,200.0,0.9996969477597089,0.9997779399104246,0.9998694875014432,0.5972799807329121
299.0,200.0,0.9957260001455084,0.9969178831601525,0.9983361469226337,0.43551180241223314
300.0,200.0,0.9982505919172688,0.9987202885032541,0.9992339496672162,0.44110929038128055
301.0,200.0,0.9997132768623641,0.9997855983246083,0.999872697609171,0.4766506785641429
302.0,200.0,0.9999229906991947,0.9999419297602948,0.9999664960265495,0.9492377622232233
303.0,200.0,0.9999576430265562,0.9999678801780529,0.9999823217341696,0.9879704116488498
304.0,200.0,0.998786610458171,0.9990886472252906,0.9994615564147231,0.5124978516992512
305.0,200.0,0.9993366193519415,0.9995053617552953,0.9997125001559549,0.8237413755808862
306.0,200.0,0.9984596379967384,0.9987231808755335,0.9991014456966033,0.5649776507759368
307.0,200.0,0.9979209002016638,0.9984353793061391,0.9990270518929908,0.6166319815581629
308.0,200.0,0.9914876029123295,0.9941127603417086,0.9968183599010542,0.5066918821568153
309.0,200.0,0.9990164293506469,0.9992915709282654,0.9995934451245535,0.6447460618930431
310.0,200.0,0.9855628190966647,0.9897389818307932,0.9947884481645202,0.3340481159073237
311.0,200.0,0.9863663880561931,0.9891940748386159,0.9929110264172645,0.269009862757329
312.0,200.0,0.9988384052268829,0.9990497885689952,0.9993732940864706,0.8435554493840293
313.0,200.0,0.9963261434948258,0.9970890586350135,0.9981253564233156,0.30958198714276075
314.0,200.0,0.9999404887364616,0.9999513822242355,0.99996852221538,0.8229694377384937
315.0,200.0,1.000000710293097,1.0000007513163887,1.0000008145446635,0.9999862909319939
316.0,200.0,0.9982624517883134,0.998673190124714,0.9992037574059298,0.6136993087330136
317.0,200.0,0.9999199361883478,0.9999382574309065,0.9999643546600833,0.982567608325737
318.0,200.0,1.0000010232774201,1.0000011267711018,1.0000012607981483,0.9999593496326906
319.0,200.0,0.9999571079833788,0.9999674150314064,0.9999826890112783,0.9855728744537265
